tweet_text,sentiment,subjectivity,sentiment_word,subjectivity_word
📅 28 May 2023  IPL 2023 Final Gujrat  Titans v Chennai Super Kings Winner- Gujrat Titans ✅ Save krlo #IPL2023 #IPLHindi #CSK #IPLFinal,0.16666666666666666,0.8333333333333333,positive,subjective
"राशिद खानला प्लेयर ऑफ मॅचने सन्मानित करायला हवं होतं, टीम इंडियाच्या या माजी खेळाडूने दिली मोठी प्रतिकिया. #suryakumaryadav #RashidKhan #MIvsGT #ipl2023 #PlayerOfTheMatch https://t.co/D37ykzjWuL",0.0,0.0,neutral,objective
RT @Dr_Saaheba: RCB has  defeated Gujrat Titans in the Indian Political League!  #KarnatakaElectionResults2023,0.0,0.1,neutral,objective
RT @Dr_Saaheba: RCB has  defeated Gujrat Titans in the Indian Political League!  #KarnatakaElectionResults2023,0.0,0.1,neutral,objective
2023 Ipl 4 playoffs teams 👇👇  1. Gujrat Titans 2. Chennai super kings 3. Mumbai Indians 4. LSG  #IPL2023 #Playoffs #gujrattitans #ChennaiSuperKings #MumbaiIndians #LSG,0.3333333333333333,0.6666666666666666,positive,subjective
@amul_marathi @gujarat_titans Gujrat titans ani gujrat amul माझ्या यादीत नाही.,0.0,0.0,neutral,objective
RT @Dr_Saaheba: RCB has  defeated Gujrat Titans in the Indian Political League!  #KarnatakaElectionResults2023,0.0,0.1,neutral,objective
"Wow pretty cool jersey 🤩  One reason Gujrat Titans jersey look so good coz it's simple, neat and clean. The main sponsor is Ather. Simple Logo and feels good unlike MyFab11 or My11Circle type crap brands https://t.co/pfRiXZSw3L",0.18333333333333332,0.6397619047619046,positive,subjective
RT @Dr_Saaheba: RCB has  defeated Gujrat Titans in the Indian Political League!  #KarnatakaElectionResults2023,0.0,0.1,neutral,objective
RCB has  defeated Gujrat Titans in the Indian Political League!  #KarnatakaElectionResults2023,0.0,0.1,neutral,objective
